City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
47,San Quintin,MX,30.4833,-115.95,65.79,76,0,15.35,clear sky
48,Ulladulla,AU,-35.35,150.4667,50.9,82,100,16.98,overcast clouds
49,Lagoa,PT,39.05,-27.9833,63.34,72,100,12.28,overcast clouds
50,San Policarpo,PH,12.1791,125.5072,85.32,64,92,4.9,overcast clouds
51,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,6.91,clear sky
52,Ippy,CF,6.2679,21.2247,68.34,94,100,1.19,overcast clouds
53,Chokurdakh,RU,70.6333,147.9167,71.83,54,100,12.19,overcast clouds
54,Bluff,NZ,-46.6,168.3333,53.8,68,82,32.08,broken clouds
55,Hasaki,JP,35.7333,140.8333,90.28,71,100,21.32,overcast clouds
56,Bijar,IR,35.8668,47.6051,51.71,71,0,7.83,clear sky
57,Saint-Philippe,RE,-21.3585,55.7679,64.22,81,48,11.07,scattered clouds
58,Saint George,US,37.1041,-113.5841,95.63,11,0,13.8,clear sky
59,Pacific Grove,US,36.6177,-121.9166,71.02,86,100,7.0,overcast clouds
60,Port Elizabeth,ZA,-33.918,25.5701,53.89,97,0,3.44,clear sky
61,Madina,GH,5.6823,-0.1641,73.72,90,100,7.0,light rain
62,Qaanaaq,GL,77.484,-69.3632,41.56,72,3,1.72,clear sky
63,Chopinzinho,BR,-25.8558,-52.5233,56.86,89,91,4.83,overcast clouds
64,Borovoy,RU,55.4333,86.0833,69.08,64,0,2.24,clear sky
65,Axim,GH,4.8699,-2.2405,74.55,91,88,6.87,moderate rain
66,New Norfolk,AU,-42.7826,147.0587,56.91,57,38,1.48,scattered clouds
67,Luanda,AO,-8.8368,13.2343,69.8,83,100,6.91,overcast clouds
68,Busselton,AU,-33.65,115.3333,56.39,81,100,10.29,overcast clouds
69,Port Macquarie,AU,-31.4333,152.9167,58.89,94,100,4.61,light rain
70,Provideniya,RU,64.3833,-173.3,48.36,87,100,11.18,overcast clouds
71,Hobart,AU,-42.8794,147.3294,57.25,71,20,11.5,few clouds
72,Mahebourg,MU,-20.4081,57.7,68.29,83,40,12.66,scattered clouds
73,Ribeira Grande,PT,38.5167,-28.7,65.26,69,100,10.09,overcast clouds
74,Amilly,FR,47.9728,2.7719,56.05,87,2,5.95,clear sky
75,Airai,TL,-8.9266,125.4092,61.2,85,99,3.62,overcast clouds
76,Kavaratti,IN,10.5669,72.642,81.97,80,99,24.29,moderate rain
77,Tiksi,RU,71.6872,128.8694,38.39,89,100,22.84,overcast clouds
78,Hermanus,ZA,-34.4187,19.2345,50.9,75,0,7.36,clear sky
79,Half Moon Bay,US,37.4636,-122.4286,77.02,76,100,17.27,overcast clouds
80,Katsuura,JP,35.1333,140.3,75.97,85,100,19.75,overcast clouds
81,Manjacaze,MZ,-24.7117,33.8828,58.73,95,0,1.59,clear sky
82,Anaconda,US,46.1285,-112.9423,65.39,73,74,2.77,broken clouds
83,Salalah,OM,17.0151,54.0924,80.69,89,100,6.91,overcast clouds
84,Cody,US,44.5263,-109.0565,80.04,54,0,8.05,clear sky
85,Vao,NC,-22.6667,167.4833,74.77,75,100,16.87,overcast clouds
86,Berlevag,NO,70.8578,29.0864,55.2,100,100,9.22,fog
87,Vostok,RU,46.4856,135.8833,75.4,74,98,1.72,overcast clouds
88,Kasongo-Lunda,CD,-6.4667,16.8167,62.55,42,4,1.21,clear sky
89,Ca Mau,VN,9.1769,105.15,87.1,67,24,9.98,few clouds
90,Bambous Virieux,MU,-20.3428,57.7575,68.25,83,40,12.66,scattered clouds
91,Barmstedt,DE,53.7833,9.7667,55.35,89,31,1.01,scattered clouds
92,Namatanai,PG,-3.6667,152.4333,85.12,69,100,9.19,light rain
93,Cabo San Lucas,MX,22.8909,-109.9124,92.5,42,0,11.5,clear sky
94,Karlskoga,SE,59.3267,14.5239,54.72,95,61,9.08,light rain
95,Istisu,AZ,40.9457,48.0738,50.67,61,4,1.79,clear sky
96,Mercedes,AR,-34.6515,-59.4307,49.86,96,1,6.2,clear sky
97,Castro,BR,-24.7911,-50.0119,55.47,75,100,3.24,overcast clouds
98,Socorro,US,31.6546,-106.3033,90.61,32,75,8.05,thunderstorm
99,Ilulissat,GL,69.2167,-51.1,50.02,62,20,2.3,few clouds
100,Lata,PT,40.1629,-8.3327,62.08,93,0,1.05,clear sky
101,Samarai,PG,-10.6167,150.6667,83.7,73,31,12.59,scattered clouds
102,Talcahuano,CL,-36.7167,-73.1167,49.68,87,0,6.91,moderate rain
103,Kapaa,US,22.0752,-159.319,82.38,75,100,17.27,overcast clouds
104,Bereznik,RU,62.8551,42.7072,66.97,64,95,3.49,overcast clouds
105,Yar-Sale,RU,66.8333,70.8333,48.81,86,100,15.99,overcast clouds
106,Bula,PH,13.4701,123.278,85.19,75,83,3.76,light rain
107,Chitipa,MW,-9.7024,33.2697,51.91,95,7,4.97,clear sky
108,Severo-Kurilsk,RU,50.6789,156.125,55.53,78,89,10.2,overcast clouds
109,Yellowknife,CA,62.456,-114.3525,68.52,32,20,8.05,few clouds
110,Tunceli,TR,39.1083,39.5471,63.82,49,0,7.0,clear sky
111,Bubaque,GW,11.2833,-15.8333,79.75,80,83,11.61,light rain
112,Balabac,PH,7.9868,117.0645,81.93,75,100,3.4,overcast clouds
113,Mapiripan,CO,2.8892,-72.1256,71.94,95,45,0.98,scattered clouds
114,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,72,75,9.93,broken clouds
115,Puerto Quijarro,BO,-17.7833,-57.7667,73.54,49,100,2.84,overcast clouds
116,Coquimbo,CL,-29.9533,-71.3436,51.53,76,0,6.91,clear sky
117,Lucea,JM,18.451,-78.1736,82.26,83,37,15.12,scattered clouds
118,Nouakchott,MR,18.0858,-15.9785,75.13,80,20,9.4,few clouds
119,Kamenka,RU,51.3223,42.7678,58.91,74,8,4.92,clear sky
120,Constitucion,CL,-35.3333,-72.4167,47.75,85,4,1.86,clear sky
121,Paamiut,GL,61.994,-49.6678,42.48,91,100,7.16,overcast clouds
122,Saint-Joseph,RE,-21.3667,55.6167,63.21,77,30,11.79,scattered clouds
123,Moirang,IN,24.5,93.7667,80.65,78,94,2.73,overcast clouds
124,Hualmay,PE,-11.0964,-77.6139,61.61,84,29,7.45,scattered clouds
125,Chardara,KZ,41.2547,67.9692,73.45,39,97,5.88,overcast clouds
126,Morehead,US,37.2711,-87.1764,82.15,87,0,0.0,mist
127,Alyangula,AU,-13.8483,136.4192,70.61,52,9,17.52,clear sky
128,East London,ZA,-33.0153,27.9116,59.54,80,22,6.4,few clouds
129,Carnarvon,AU,-24.8667,113.6333,65.8,28,32,7.83,scattered clouds
130,Lompoc,US,34.6391,-120.4579,71.56,82,100,24.0,overcast clouds
131,Tommot,RU,58.9564,126.2925,92.23,33,41,5.23,scattered clouds
132,Cidreira,BR,-30.1811,-50.2056,63.72,92,9,2.62,clear sky
133,Negombo,LK,7.2083,79.8358,80.65,83,40,9.22,scattered clouds
134,Taoudenni,ML,22.6783,-3.9836,95.47,10,0,1.99,clear sky
135,Nizwa,OM,22.9333,57.5333,89.67,53,100,2.86,overcast clouds
136,Khatanga,RU,71.9667,102.5,51.96,49,100,2.15,overcast clouds
137,Zlatibor,RS,43.7168,19.7,58.35,92,29,3.65,scattered clouds
138,Mokolo,CM,10.7398,13.8019,73.81,74,70,3.24,broken clouds
139,Luderitz,NA,-26.6481,15.1594,52.54,85,0,6.35,clear sky
140,Makakilo City,US,21.3469,-158.0858,80.92,63,100,21.85,overcast clouds
141,Pevek,RU,69.7008,170.3133,46.0,72,16,3.06,few clouds
142,Inirida,CO,3.8653,-67.9239,72.7,98,45,2.8,scattered clouds
143,Cape Town,ZA,-33.9258,18.4232,56.91,75,0,11.99,clear sky
144,Carutapera,BR,-1.195,-46.02,73.38,92,8,4.99,clear sky
145,Komsomolets,KZ,53.7453,62.0708,49.24,87,95,13.47,overcast clouds
146,Kodiak,US,57.79,-152.4072,60.31,77,100,0.0,overcast clouds
147,Bukachacha,RU,52.9833,116.9167,67.24,97,99,3.4,light rain
148,Flin Flon,CA,54.7682,-101.865,58.86,54,94,5.37,overcast clouds
149,Lixourion,GR,38.2019,20.4314,79.61,46,0,3.31,clear sky
150,Broome,US,42.2506,-75.833,70.68,78,100,1.9,overcast clouds
151,Yarmouth,US,41.7057,-70.2286,71.71,62,0,11.5,clear sky
152,Itoman,JP,26.1247,127.6694,88.57,82,20,16.11,few clouds
153,Campo Maior,BR,-4.8278,-42.1686,77.9,61,92,5.41,overcast clouds
154,Mar Del Plata,AR,-38.0023,-57.5575,42.1,100,0,0.0,clear sky
155,Ponta Do Sol,PT,32.6667,-17.1,68.63,69,39,6.02,scattered clouds
156,Lorengau,PG,-2.0226,147.2712,85.3,68,79,6.31,broken clouds
157,Sayyan,YE,15.1718,44.3244,58.78,57,20,5.37,few clouds
158,San Luis,AR,-33.295,-66.3356,46.78,38,0,13.4,clear sky
159,Labuhan,ID,-6.8844,112.2051,85.5,71,60,5.91,broken clouds
160,Iqaluit,CA,63.7506,-68.5145,47.93,70,100,6.91,light rain
161,Kruisfontein,ZA,-34.0033,24.7314,50.83,69,11,4.32,few clouds
162,Hambantota,LK,6.1241,81.1185,80.94,83,40,9.22,scattered clouds
163,Grants Pass,US,42.439,-123.3284,72.91,90,100,3.44,moderate rain
164,Lincoln,US,40.8,-96.667,89.51,57,0,12.66,clear sky
165,Hobyo,SO,5.3505,48.5268,75.58,83,10,24.72,clear sky
166,Upernavik,GL,72.7868,-56.1549,38.03,86,0,12.48,clear sky
167,Poum,NC,-20.2333,164.0167,77.45,84,69,24.87,broken clouds
168,Bolshaya Sosnova,RU,57.6713,54.6029,53.29,67,100,4.81,overcast clouds
169,Bhag,PK,29.0415,67.8239,95.45,50,5,1.77,clear sky
170,Kudahuvadhoo,MV,2.6708,72.8944,82.96,75,67,8.52,broken clouds
171,Tyukhtet,RU,56.5389,89.3011,69.46,57,3,9.19,clear sky
172,Dhamrai,BD,23.9202,90.2109,84.18,63,97,8.72,light rain
173,Glasgow,GB,55.8652,-4.2576,53.31,85,75,9.22,broken clouds
174,Thompson,CA,55.7435,-97.8558,62.76,51,20,10.36,few clouds
175,Tuy Hoa,VN,13.0833,109.3,93.25,49,79,11.16,broken clouds
176,Koulikoro,ML,14.0,-7.75,77.47,68,76,8.61,light rain
177,Torbay,CA,47.6666,-52.7314,58.57,74,0,19.57,clear sky
178,Tonj,SS,7.2737,28.6822,69.49,93,98,3.29,overcast clouds
179,Marzuq,YE,14.4,46.4667,78.31,40,89,2.55,overcast clouds
180,Tiarei,PF,-17.5333,-149.3333,77.02,79,32,14.29,light rain
181,Iquique,CL,-20.2208,-70.1431,59.04,76,100,0.69,overcast clouds
182,Albany,US,42.6001,-73.9662,68.04,69,78,3.51,broken clouds
183,Bethel,US,41.3712,-73.414,71.96,71,0,4.61,clear sky
184,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,78,93,5.01,overcast clouds
185,Benicarlo,ES,40.4165,0.4271,75.9,75,66,7.99,broken clouds
186,Codrington,AU,-38.2667,141.9667,59.27,56,82,10.87,broken clouds
187,Pringsewu,ID,-5.3582,104.9744,85.89,66,36,2.91,scattered clouds
188,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,9.22,clear sky
189,Butembo,CD,0.15,29.2833,55.11,72,53,3.22,broken clouds
190,Chuy,UY,-33.6971,-53.4616,55.98,98,98,5.68,overcast clouds
191,Longyearbyen,SJ,78.2186,15.6401,40.84,100,75,9.22,light intensity drizzle rain
192,Aden,YE,12.7794,45.0367,84.99,77,92,13.06,overcast clouds
193,Furukawa,JP,38.5717,140.9556,78.55,61,100,5.79,overcast clouds
194,Necochea,AR,-38.5473,-58.7368,43.16,55,0,6.8,clear sky
195,Plouzane,FR,48.3833,-4.6167,57.52,97,100,6.91,overcast clouds
196,Vardo,NO,70.3705,31.1107,48.18,100,100,10.36,overcast clouds
197,Kjopsvik,NO,68.097,16.3742,61.18,74,99,6.49,overcast clouds
198,Svetlyy,RU,54.675,20.1347,53.65,88,4,7.67,clear sky
199,Helena,US,46.5927,-112.0361,63.99,78,100,12.66,overcast clouds
200,Bonavista,CA,48.6499,-53.1147,53.71,82,46,11.72,scattered clouds
201,Rocha,UY,-34.4833,-54.3333,53.42,98,69,7.23,broken clouds
202,Carros,FR,43.7894,7.184,73.78,73,0,6.91,clear sky
203,Nouadhibou,MR,20.931,-17.0347,71.58,78,32,20.71,scattered clouds
204,Grindavik,IS,63.8424,-22.4338,48.15,87,100,3.44,light intensity drizzle
205,La Paz,BO,-16.5,-68.15,35.58,59,38,8.05,scattered clouds
206,Ternate,ID,0.8,127.4,81.77,76,100,5.41,overcast clouds
207,Nanortalik,GL,60.1432,-45.2371,44.44,89,72,7.9,broken clouds
208,Arraial Do Cabo,BR,-22.9661,-42.0278,70.39,89,0,24.47,clear sky
209,Goderich,CA,43.7501,-81.7165,75.52,60,100,5.75,overcast clouds
210,Manga,BF,11.6636,-1.0731,77.67,76,89,5.97,overcast clouds
211,Tautira,PF,-17.7333,-149.15,77.83,79,53,14.58,light rain
212,Nemuro,JP,43.3236,145.575,54.41,97,100,8.61,overcast clouds
213,Butaritari,KI,3.0707,172.7902,82.45,76,8,21.47,light rain
214,Krasnoselkup,RU,65.7,82.4667,57.56,45,1,7.25,clear sky
215,Gogrial,SS,8.5332,28.1004,72.07,85,15,3.94,few clouds
216,Charters Towers,AU,-20.1,146.2667,59.59,60,77,11.1,broken clouds
217,Bend,US,44.0582,-121.3153,73.26,39,20,8.05,few clouds
218,Farah,AF,32.5,62.5,78.06,23,24,4.99,few clouds
219,Sakaiminato,JP,35.55,133.2333,89.58,58,75,5.75,broken clouds
220,Tondi,IN,9.7333,79.0167,82.44,67,100,7.38,overcast clouds
221,Bluefields,NI,12.0137,-83.7635,76.87,94,100,4.72,overcast clouds
222,Laguna,US,38.421,-121.4238,84.76,48,0,14.97,clear sky
223,Alice Springs,AU,-23.7,133.8833,51.35,43,0,10.36,clear sky
224,Cockburn Town,TC,21.4612,-71.1419,81.55,84,38,19.75,scattered clouds
225,Raga,SS,8.4596,25.678,66.9,97,51,3.15,broken clouds
226,Marand,IR,38.4329,45.7749,59.61,53,0,4.34,clear sky
227,Tchamba,TG,9.0333,1.4167,70.59,96,100,3.29,light rain
228,Norman Wells,CA,65.282,-126.8329,78.84,29,75,16.11,broken clouds
229,Segovia,ES,41.1667,-4.0,69.12,43,0,3.27,clear sky
230,Sioux Lookout,CA,50.1001,-91.917,62.67,94,100,3.44,light intensity shower rain
231,Balad,IQ,34.0164,44.1453,89.26,22,0,11.7,clear sky
232,Ulaangom,MN,49.9811,92.0667,70.16,29,89,3.58,overcast clouds
233,Mount Isa,AU,-20.7333,139.5,62.37,48,0,13.8,clear sky
234,Khadyzhensk,RU,44.4256,39.5319,61.41,73,0,2.66,clear sky
235,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,74.57,82,21,10.76,few clouds
236,Homer,US,59.6425,-151.5483,61.03,83,100,9.22,overcast clouds
237,Rovaniemi,FI,66.5,25.7167,63.81,67,0,2.3,clear sky
238,Rongcheng,CN,30.634,117.8517,84.22,88,89,2.19,overcast clouds
239,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.61,85,27,11.5,scattered clouds
240,Pemba,MZ,-12.974,40.5178,68.7,94,40,6.91,scattered clouds
241,Seminole,US,28.7086,-81.2081,84.56,83,0,9.22,clear sky
242,Wairoa,NZ,-39.0333,177.3667,57.54,71,100,1.99,overcast clouds
243,Andilamena,MG,-17.0167,48.5833,57.43,97,100,9.57,light rain
244,Mount Gambier,AU,-37.8333,140.7667,58.84,54,9,8.41,clear sky
245,Ahipara,NZ,-35.1667,173.1667,58.8,96,100,13.35,light rain
246,Khairagarh,IN,26.95,77.8167,95.34,47,39,9.98,scattered clouds
247,Saint-Augustin,CA,51.226,-58.6502,51.01,60,11,14.23,few clouds
248,Erenhot,CN,43.6475,111.9767,82.0,29,100,22.26,overcast clouds
249,Boyolangu,ID,-8.1181,111.8935,84.09,73,60,3.85,broken clouds
250,Bom Jesus,BR,-9.0744,-44.3586,70.0,57,58,3.76,broken clouds
251,Leningradskiy,RU,69.3833,178.4167,50.0,67,35,7.45,scattered clouds
252,Bengkulu,ID,-3.8004,102.2655,83.43,68,80,3.69,light rain
253,Lakhimpur,IN,27.95,80.7667,93.88,49,16,9.06,few clouds
254,Gallup,US,35.5281,-108.7426,69.64,59,20,26.46,few clouds
255,Birao,CF,10.2849,22.7882,73.69,71,100,1.83,overcast clouds
256,Vila Velha,BR,-20.3297,-40.2925,69.94,94,100,1.14,light intensity drizzle
257,Ntcheu,MW,-14.8203,34.6359,52.29,94,7,2.53,clear sky
258,Aykhal,RU,66.0,111.5,63.18,59,60,8.52,broken clouds
259,Gambissara,SN,13.2382,-14.3108,75.9,87,52,7.14,light rain
260,San Leandro,US,37.7249,-122.1561,77.16,74,40,17.27,scattered clouds
261,Cardoso,BR,-20.0819,-49.9142,65.12,42,0,4.61,clear sky
262,Mehamn,NO,71.0357,27.8492,49.95,100,100,4.61,light rain
263,Dwarka,IN,22.2394,68.9678,85.15,80,46,15.12,scattered clouds
264,Andapa,MG,-14.65,49.65,62.35,99,98,1.68,light rain
265,Champerico,GT,14.3,-91.9167,81.3,78,92,7.27,overcast clouds
266,Hermiston,US,45.8404,-119.2895,83.05,31,0,6.91,clear sky
267,Chkalovsk,RU,56.7647,43.2433,59.2,77,76,4.72,broken clouds
268,Luwuk,ID,-0.9516,122.7875,79.57,87,100,4.25,overcast clouds
269,Peterhead,GB,57.5058,-1.7981,52.45,81,89,16.31,overcast clouds
270,Beloha,MG,-25.1667,45.05,59.18,80,0,5.14,clear sky
271,Simpang,ID,-1.2667,104.0833,83.37,81,97,2.01,overcast clouds
272,Yenotayevka,RU,47.2456,47.0281,67.46,56,3,14.67,clear sky
273,Cabedelo,BR,-6.9811,-34.8339,77.67,83,46,16.8,scattered clouds
274,Minuri,PH,16.535,121.8574,87.1,69,97,2.98,moderate rain
275,Saint-Pierre,RE,-21.3393,55.4781,66.9,73,20,6.91,few clouds
276,Vestmannaeyjar,IS,63.4427,-20.2734,49.14,79,48,6.49,scattered clouds
277,Kaitangata,NZ,-46.2817,169.8464,53.33,59,13,15.68,few clouds
278,Nauta,PE,-4.5061,-73.5757,74.48,88,94,2.08,overcast clouds
279,Sur,OM,22.5667,59.5289,86.76,67,100,6.2,overcast clouds
280,Arlit,NE,18.7369,7.3853,88.23,13,72,7.72,broken clouds
281,Dudinka,RU,69.4058,86.1778,56.62,42,0,10.09,clear sky
282,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,84,20,11.5,few clouds
283,Ouesso,CG,1.6136,16.0517,70.56,94,83,2.95,broken clouds
284,Biltine,TD,14.5333,20.9167,84.76,48,71,10.67,broken clouds
285,Whitecourt,CA,54.1502,-115.6855,60.04,77,75,13.8,broken clouds
286,Broken Hill,AU,-31.95,141.4333,52.88,50,0,15.23,clear sky
287,Pochutla,MX,15.7432,-96.4661,80.42,94,93,3.76,overcast clouds
288,Akureyri,IS,65.6835,-18.0878,46.33,81,100,4.61,overcast clouds
289,Pala,TD,9.3642,14.9046,71.11,91,63,4.47,broken clouds
290,Launceston,AU,-41.45,147.1667,55.15,81,4,4.61,clear sky
291,Olafsvik,IS,64.8945,-23.7142,48.65,75,88,2.73,overcast clouds
292,Athmallik,IN,20.7219,84.5348,82.67,75,89,3.87,overcast clouds
293,Lukovetskiy,RU,64.2956,41.9211,67.46,73,46,3.6,light rain
294,Kualakapuas,ID,-3.0091,114.3876,88.99,57,41,3.04,scattered clouds
295,Havoysund,NO,70.9963,24.6622,50.23,84,93,10.67,overcast clouds
296,Sobolevo,RU,54.4299,31.8996,63.27,88,16,2.37,few clouds
297,Stolin,BY,51.8912,26.846,64.17,88,100,4.94,overcast clouds
298,San Benito Abad,CO,8.929,-75.0271,76.14,96,100,4.52,overcast clouds
299,Tura,IN,25.5198,90.2201,84.61,72,100,3.27,overcast clouds
300,Batagay,RU,67.6333,134.6333,80.01,31,97,16.78,overcast clouds
301,Sergeyevka,KZ,53.88,67.4158,52.32,93,100,16.89,light rain
302,Belyy Yar,RU,53.6039,91.3903,71.85,52,0,4.47,clear sky
303,Arua,UG,3.0201,30.9111,60.87,69,16,2.35,few clouds
304,Bandarbeyla,SO,9.4942,50.8122,79.41,63,45,30.87,scattered clouds
305,Romitan,UZ,39.9343,64.3814,73.35,43,0,6.91,clear sky
306,Sladkovo,RU,55.5284,70.3385,52.48,97,100,18.88,light rain
307,Sinnamary,GF,5.3833,-52.95,77.07,86,100,8.12,overcast clouds
308,Mafra,BR,-26.1114,-49.8053,54.46,86,18,1.48,few clouds
309,Coihaique,CL,-45.5752,-72.0662,31.95,100,100,8.05,light rain
310,Deputatskiy,RU,69.3,139.9,75.54,31,68,28.27,broken clouds
311,Freeport,US,40.6576,-73.5832,78.78,61,0,14.97,clear sky
312,Okhotsk,RU,59.3833,143.3,60.75,76,23,13.27,few clouds
313,Urumqi,CN,43.801,87.6005,77.95,36,0,13.42,clear sky
314,Shahe,CN,39.2708,113.5478,80.01,55,73,3.69,broken clouds
315,Lakes Entrance,AU,-37.8811,147.981,55.17,59,100,4.41,overcast clouds
316,Lago Da Pedra,BR,-4.3333,-45.1667,74.53,74,77,2.93,broken clouds
317,Shima,CN,24.4478,117.8111,84.22,83,93,5.86,light rain
318,Kaitong,CN,44.8135,123.15,80.91,68,99,10.58,overcast clouds
319,Odry,CZ,49.6626,17.8308,67.87,93,100,4.94,light rain
320,Fortuna,US,40.5982,-124.1573,65.93,89,100,1.01,overcast clouds
321,Miami,US,25.7743,-80.1937,84.22,81,40,9.22,scattered clouds
322,Rawson,AR,-43.3002,-65.1023,49.37,46,94,26.82,overcast clouds
323,Tasiilaq,GL,65.6145,-37.6368,39.36,84,100,5.88,overcast clouds
324,Armidale,AU,-30.5167,151.65,45.21,95,100,10.07,overcast clouds
325,Eureka,US,40.8021,-124.1637,66.67,82,100,3.0,overcast clouds
326,Terney,RU,45.0503,136.6092,65.77,84,89,5.12,overcast clouds
327,Wamba,NG,8.9333,8.6,70.34,98,98,3.36,light rain
328,Liepaja,LV,56.5419,21.0367,66.18,77,75,17.27,broken clouds
329,Kampong Thum,KH,12.7111,104.8887,86.94,69,84,7.76,broken clouds
330,Amuntai,ID,-2.4177,115.2494,89.1,57,15,1.88,few clouds
331,Huanren,CN,41.2647,125.3667,86.34,58,19,4.45,few clouds
332,Urengoy,RU,65.9667,78.3667,55.6,53,12,5.17,few clouds
333,Kushmurun,KZ,52.4503,64.6311,55.27,80,100,17.38,overcast clouds
334,Sept-Iles,CA,50.2001,-66.3821,59.0,62,40,8.05,scattered clouds
335,Meulaboh,ID,4.1363,96.1285,77.09,83,100,6.82,light rain
336,Smithers,CA,54.7804,-127.1743,77.32,33,40,0.0,scattered clouds
337,Dingle,PH,10.9995,122.6711,83.37,77,81,6.2,broken clouds
338,Walvis Bay,NA,-22.9575,14.5053,55.09,100,0,3.44,clear sky
339,Ginir,ET,7.1333,40.7,53.58,84,51,4.56,broken clouds
340,Moron,AR,-34.6534,-58.6198,53.29,93,28,5.46,scattered clouds
341,Zhezkazgan,KZ,47.8043,67.7144,58.98,77,40,22.37,scattered clouds
342,Gannan,CN,47.9147,123.5031,84.15,63,87,10.22,overcast clouds
343,Husavik,IS,66.0449,-17.3389,42.53,90,95,3.89,overcast clouds
344,Cherskiy,RU,68.75,161.3,70.81,39,100,16.55,overcast clouds
345,Baffa,PK,34.4378,73.2194,81.95,73,66,4.09,light rain
346,Gobabis,NA,-22.45,18.9667,51.24,45,3,12.86,clear sky
347,Windsor,CA,42.3001,-83.0165,83.07,56,100,9.22,overcast clouds
348,Merritt,CA,50.1123,-120.7942,62.22,61,100,5.75,overcast clouds
349,Qui Nhon,VN,13.7667,109.2333,91.17,55,63,7.43,broken clouds
